"FC"	"ens"	"symbol"	"A.1.alpha"	"A.1.beta"	"A.1.gamma"	"A.2.alpha"	"A.2.beta"	"A.2.gamma"	"A.3.alpha"	"A.3.beta"	"A.3.gamma"	"B.1.alpha"	"B.1.beta"	"B.1.gamma"	"B.2.alpha"	"B.2.beta"	"B.2.gamma"	"B.3.alpha"	"B.3.beta"	"B.3.gamma"	"total_mean"	"log2FC"
"1624324_a_at"	0	"FBgn0044510"	"mRpS5"	3.06356701880435	2.84693515089433	2.91125846652469	2.8889431388169	3.01990447838542	2.63432940038191	2.96891937681113	2.89983748193418	3.09245975214906	2.9387349633404	2.88390195557185	2.77235500817713	2.81460705527145	2.76706490862018	2.87752698342333	2.96672579097147	2.72356346415198	2.93466240633848	2.88918315558712	0.0718901920928556
"1638565_at"	0	"FBgn0004862"	"bap"	5.7565783462149	5.96401700346255	5.79721254104416	5.87714033404066	5.81844134811038	5.77114838390281	5.77061145528307	5.69380036611535	5.69497631357603	5.98144855271771	5.81493816250385	5.81656547442237	5.87153594132405	5.90040268924735	5.96993036551229	5.99287085204768	5.81755237212681	6.03013999993955	5.85218391675509	-0.116828702010195
"1638032_at"	0	"FBgn0032345"	"CG14921"	4.13092417198501	4.27748834553755	3.94137632686022	4.12844816554857	3.81859947878852	3.99206784283112	4.27661620988635	3.91547878875475	4.02991688662064	4.12155664047625	4.2367676795133	4.20031364722121	4.0241588818911	4.05843746440257	4.2248235077683	4.1240709737495	4.19076051387044	4.2994566095094	4.1106256741786	-0.107714411287704
"1624244_at"	0	"FBgn0283472"	"S6k"	2.69261840040012	2.65880882347552	2.73131750801361	2.62885871959108	2.72753942814402	2.70946457025115	2.79370401836608	2.71295600322029	2.72725853387421	2.87297109219698	2.68487450287915	2.99110897263484	2.57267596747884	2.72808113714757	2.54175448694886	2.92816236162102	2.71543816160269	2.69031396162908	2.72821703608195	-0.0380949598669944
"1641683_at"	0	"FBgn0031711"	"CG6907"	5.02187522986697	5.17661960294754	4.90283516127692	5.00864681073404	5.19821633142407	5.34721013600546	5.20913138718316	5.23508871103088	5.14054540864896	5.14843511019982	5.12441420808392	5.23667382514213	4.91599752265552	5.25519296945916	5.23109661298303	5.0951115002957	5.39020493802289	5.18245549548475	5.15665283119138	-0.0377126003565467
"1634651_at"	0	"FBgn0053530"	"Acp53C14c"	3.97954872019842	3.84471741142227	3.81992875256062	3.62692431912278	3.86154589082365	3.903193405741	4.1345932654555	4.14138917198473	4.16986300018916	4.27362951290099	3.90895854689328	3.8992118196498	3.81075289925633	3.88530384959035	4.07052170497681	3.9478557104415	4.00717436185131	4.13447926785953	3.96775508949545	-0.0506870817690857
"1623194_at"	0	"FBgn0033548"	"CG7637"	4.75365456257781	4.69457337512995	4.69411425785462	4.71336492718831	4.76045913740304	4.66012440178315	4.69550588052607	4.7226773742414	4.73786222259631	4.7739906811139	4.67855718822029	4.59102497717198	4.78958735534894	4.7048709935484	4.62637061763133	4.70605902896225	4.72321621810584	4.92457381865442	4.71947705655878	-0.00954608216185449
"1623134_at"	0	"FBgn0031276"	"CG12506"	3.65709090713206	3.91364646727291	3.85652618096504	3.74580591479131	3.54196209124243	3.69402435906011	3.74197385740476	3.55755494648489	3.75826634718401	3.9936970200532	3.80873887315558	3.75549263948007	3.7237524142747	3.77745868070231	3.71115386613842	3.84566545317524	3.97725472114738	3.77523892112398	3.76862798115491	-0.100177946412596
"1639872_at"	0	"FBgn0040397"	"CG3655"	3.32277172524926	3.13258600189872	3.34670288979298	3.35322198497206	3.1504928558087	3.25665794499091	3.40997816404229	3.24978668854721	3.18686907714819	3.45821841320879	3.39012411527732	3.30343439643554	3.24760339457078	3.25356343380724	3.21667519149651	3.20512558977405	3.36259028756208	3.31187654560005	3.28657103889904	-0.0377937816980043
"1640745_at"	0	"FBgn0038980"	"Octbeta1R"	3.96779786386707	3.94546988729498	4.05535088688935	3.98293108538401	4.08833666559278	4.21760217303463	4.39210454592005	4.00367248625271	3.83745054443731	4.12649377052118	4.02143662574128	4.05978477654547	4.02416958870883	4.26834874895507	4.30827091964605	4.04221236146521	3.99102018461744	4.15763098429832	4.08278244995399	-0.0565168690917739
"1625829_a_at"	0	"FBgn0262009"	"CG42827"	2.74122037075665	2.56135529305065	2.53049481646916	2.61274759175905	2.43240203530828	2.66563652182894	2.60622687309064	2.73083132079132	2.60932724591169	2.60307246773291	2.82268786331438	2.64631467268203	2.56097877695232	2.44419369495597	2.65591405061559	2.56278197536267	2.66932529195075	2.55698244829046	2.61180518393464	-0.00355657476563342
"1628580_a_at"	0	"FBgn0265082"	"Cdep"	3.37387616230916	3.34340612749411	3.41697083069901	3.12567411057157	3.13855598828449	3.19800735497232	3.4265271710989	3.29994649913103	3.20658701054144	3.51710732259723	3.34717339944655	3.3756188373588	3.31382630619373	3.36589102091578	3.38610840746868	3.71218723215329	3.57752812377079	3.66076398256497	3.37698643819844	-0.191850375263088
"1625064_at"	0	"FBgn0264006"	"dysc"	4.38926406513868	4.53318290843618	4.44145189233208	4.56316498997945	4.35129131211946	4.43505405312186	4.2386769541595	4.34752164235388	4.52349949766292	4.16911308470202	4.4273658797482	4.46545195122915	4.38085874814737	4.33355985511799	4.49131770921348	4.36421723637797	4.33320372029858	4.28914744565447	4.39318571921074	0.0632079649794202
"1635728_a_at"	0	"FBgn0261552"	"ps"	5.27979079992324	5.40268102955408	5.2983981439781	5.33510704693561	5.30077517202123	5.11646771869443	5.23148376869463	5.52039556307655	5.28503269839024	5.46963102063494	5.19343071437566	5.32474215100547	5.43806600054349	5.49186160201917	5.53443884852105	5.40822979371389	5.36911322014318	5.39423267413371	5.35521544257548	-0.0948460093136054
"1630171_at"	0	"FBgn0039480"	"Cpr97Ea"	5.98325386263999	6.19700292611339	6.13132270971718	6.04729103671374	6.46281308840227	6.41677730398176	6.2897812962345	6.14087491056858	6.05707545534006	6.14074159703353	6.07857998277104	6.35652381468413	6.25704806552805	6.07336867183369	6.08456324409449	6.09312524805948	5.76200825023555	6.20875748192513	6.15449494143759	0.0746084703940424
"1630054_at"	0	"FBgn0038750"	"CG4465"	5.33598598378047	5.29891100393765	5.2183006378618	4.86446486724831	5.01806405553004	5.34738761870091	5.04361743857724	5.12547197481832	5.25326539749168	5.43536089779194	5.16028476392693	5.26776304614128	5.18449948202724	5.57645498528657	5.11461125128898	5.0515224223576	5.25040711767203	5.01335336742522	5.19776257288135	-0.0609764839968179
"1636176_at"	0	"FBgn0004926"	"eIF2beta"	4.1267420879222	4.45797810070795	4.43300388560814	4.33361710230492	4.25523827245566	4.10685047674697	3.87644586769508	4.06574286915388	4.26851261761397	4.3835585136525	4.25808093288262	4.40175904675749	4.51785587622707	4.19706334589752	4.08559052750105	4.13207423205711	4.26939311758119	4.10954129618598	4.23772489827507	-0.047865067614862
"1623764_at"	0	"FBgn0037594"	"Or85d"	3.64380210659014	3.77086453805307	3.84826591171651	3.57703550285704	3.82885598295561	3.6962331564016	3.85792220927139	3.80619623320971	3.74014339056877	3.66020621449845	3.29169660899433	3.87478210445541	3.68577409037116	3.58607670580588	3.91804617790452	3.46705428751893	3.95623714439258	3.57724108506918	3.71035741392413	0.0835782902903777
"1627159_at"	0	"FBgn0034514"	"CG13427"	5.13172722692204	5.24618834272569	5.09984746583058	5.17513022431577	5.10031519501376	5.24945883578081	5.30467428884066	5.19408437854687	5.19734433979863	4.90824101012609	5.19327548613226	5.00995845370998	5.13614470883498	5.20479650644865	5.12053898400659	4.96688315899814	4.92034105729921	5.1715950301073	5.129474705191	0.118555100234624
"1639430_at"	0	"FBgn0260940"	"lsn"	4.14374945949079	4.39730172166337	4.32394223421294	4.4570461973385	4.32090433932034	4.13242139571524	4.36920329563133	4.46251397128746	4.53676654416781	4.30473867222328	4.53848829984125	4.30497640545791	4.29790908002039	4.27844115279904	4.36865661165126	4.37579898541277	4.10875462920916	4.33418441290536	4.33643318935268	0.0257667677008175
"1623963_at"	0	"FBgn0052115"	"CG32115"	3.07724489704264	2.90655762741256	3.15694407901425	2.98514129562534	2.9808035463018	2.97290460659719	3.02757954012566	2.80415305916543	3.0445149922221	3.20680922890059	3.1031373563992	2.95150843407437	2.97705761666032	3.25414537870103	3.20610406384555	3.11722656680685	3.14377925367723	3.13567443067578	3.05840477629155	-0.126622076248216
"1628448_at"	0	"FBgn0051473"	"CG31473"	4.08666471298116	3.93712734392789	3.88910697850049	4.10548856641677	4.06629532645356	3.8118163658035	3.90364457358824	4.10349911961021	4.022573065803	4.11558109013412	4.36243324878311	4.11429062299153	4.15870130950972	4.20542183004144	4.21153386768622	4.06462839549342	3.84297057991702	4.08759228094138	4.06052051547682	-0.13743746360146
"1634237_at"	0	"FBgn0001967"	"NimC3"	4.52495184489549	4.69768632034293	4.86440547360056	4.74087288436661	4.56544948103704	4.63761739928594	4.99655111280545	4.92492865287077	4.78693953727059	4.76686019174227	5.00896110939821	4.77877613898352	4.92547007658432	4.50278853840303	4.69391964560655	5.03560193219401	4.63120345080312	4.62615873874173	4.76161902938512	-0.0255930128868203
"1633455_at"	0	"FBgn0039702"	"Vps16B"	4.6523446671934	4.6696845494873	4.59656564233847	4.47842985308344	4.61839469415429	4.77428339946092	4.39799195306451	4.50204741773877	4.46297853534731	4.8308255733456	4.43927065973714	4.56613795587196	4.38548757194246	4.52021685689481	4.2423693626919	4.45670200451501	4.56696270659888	4.45791251367146	4.53436699539654	0.0763150562887995
"1636032_at"	0	"FBgn0259190"	"Ir7d"	4.16638906989134	4.05389285111215	3.86649699427367	4.02116973236735	3.93439914443141	4.10510164293238	4.0311525366406	4.03897630375518	4.23624484649023	4.19852049811415	3.90455521287918	4.08718504875429	4.21763609320993	4.07080624670412	4.29789256363144	4.13135836503422	4.30186146538741	4.05630763848654	4.09555256967198	-0.0902555567007743
"1639974_a_at"	0	"FBgn0038909"	"CG6569"	3.32621893888999	3.39020084959013	3.35776610174136	3.03472369884814	2.9164090683124	3.20810468244118	2.91120010775265	3.10666222837587	3.29157666172389	2.9336481844205	3.13539139213148	3.41777614317796	2.96422621997767	2.94121392894454	3.2807149047208	3.28816402330794	3.02522864932457	3.20213727067183	3.15174239190849	0.0393735134442577
"1630077_at"	0	"FBgn0023523"	"Or2a"	3.08840464028088	3.36123772645758	3.19842405487409	2.9189567990908	3.24045248161698	3.02398994528612	3.26092600414453	3.47410919037939	3.2268453267286	3.14821550189853	3.0028648412732	3.11003580921574	3.21902557029108	3.19274675910442	3.24937030498914	3.33555285294299	3.08949366801737	3.2072696135244	3.18599561611755	0.0265301386224555
"1624027_at"	0	"FBgn0260856"	"Membrin"	3.97823618909491	3.83156844896889	3.95060196147732	3.88290140121762	4.03612835563564	3.97702762541666	4.05115292772063	4.11322419777757	3.97498240416364	3.83825193634048	3.69111096717665	3.92605535098752	4.14744395905639	3.90081531882097	4.04651575256393	4.13368802352784	3.69468358731641	3.962889114194	3.95207097341428	0.0504855001654096
"1637120_at"	0	"FBgn0050098"	"CG30098"	4.16772475211226	4.34772849505523	4.13214437102668	4.33624594065866	4.31989745844221	4.26849351437794	4.19896701640176	4.36608364789069	4.27928830008284	4.27238429976713	4.19326163604947	4.19548296387043	4.24380252336947	4.38275318856207	4.43113252952834	4.25821879768994	4.32555896943875	4.11049289311135	4.26831451652418	0.000387299406813035
"1626724_at"	0	"FBgn0052687"	"CG32687"	3.61655834659184	3.81879436803915	3.87853074247825	3.83481261379687	3.73993935105338	3.65606135154442	3.61212118479353	3.62039639939816	3.95806583519164	3.69725105764432	3.70752040955256	3.56715206154285	3.65256725310242	3.62817201450692	3.71712929553948	3.51920552882156	3.52622894131195	3.51234008698919	3.68126926899436	0.134190393763999
"1634399_at"	0	"FBgn0034460"	"CG18367"	4.13282229160942	4.37313922115423	4.20345828820072	4.53153282305576	4.50932259040645	4.2846472570275	4.43858201018971	4.34387030944493	4.26809755700907	4.59471345199122	4.52840616382616	4.45236873641641	4.22671800231968	4.1707951920497	4.3428889595705	4.21872732054462	4.22937174379381	4.46169094873089	4.35061960374115	-0.0155786856828
"1626489_s_at"	0	"FBgn0036927"	"Gabat"	3.11743578129042	3.19761823412664	3.03873592887824	2.99900607707069	3.19943852586346	3.07015708831441	3.00201920733965	3.16402342531216	3.04248076304005	3.35108275902667	3.27873876628141	3.28458178755671	3.16285050919274	2.99746091666597	3.19384336824324	3.20296859536178	3.29404882361281	3.1571540725802	3.15298025720874	-0.121312729698424
"1638503_at"	0	"FBgn0036310"	"CG10969"	5.13024365680728	5.0183893135262	5.19821919295606	5.03389924051394	4.80040256261803	4.84872115820075	4.81767128253601	4.9901552164706	4.94651056452606	5.10719798704241	5.44056125919938	5.33699727115817	4.88162408778707	5.15569279188303	5.22538686721386	5.04050055680852	5.10975790107613	5.06937336917932	5.06396134886127	-0.175875544799218
"1628603_at"	0	"FBgn0036825"	"RpL26"	4.17003056334254	3.9398838680261	3.95028629649904	3.95890190918154	3.99483709827485	4.06136643220229	4.07894232359673	3.98066066829335	3.99805035078075	3.86137120457219	4.07810078599657	4.28794545402975	4.21496486146423	4.17763004646126	4.3776220899862	3.92734517935696	4.34177288214599	4.3857567963604	4.09919271169837	-0.168838865575151
"1638910_at"	0	"FBgn0031333"	"CG5561"	5.07986204597336	5.14947782926622	4.95862304488326	4.95393644414729	5.20280675580555	5.05249208844159	5.06745373161599	5.11445663188568	5.14181281554793	4.98642301961831	5.25466676969499	5.42457471213718	5.07822917381544	5.35451127230572	4.96414760899334	5.31588266054794	5.02671492672357	5.23573263635034	5.13121134265298	-0.102217932513329
"1634456_at"	0	"FBgn0085400"	"side-V"	5.75976159027022	5.67854107058681	5.61489495782729	5.5952803947951	5.58834184267931	5.62920011157706	5.66113921287342	5.59039063052917	5.66805805231596	5.57984548284488	5.66421130352542	5.43476895963013	5.47443819707735	5.64107076096694	5.48079007703174	5.29879042774729	5.61690194943851	5.54214733133452	5.58436513072506	0.116960374873062
"1639111_at"	0	"FBgn0031378"	"CG15362"	4.10745762981751	4.28866957451933	3.97568528242896	4.19209047810263	4.22974310137861	4.31310740063334	4.11660861019497	4.15383880820722	4.21481464284408	4.05855979612246	4.22036484431023	4.18860318509526	4.14247763997362	4.25165487024718	4.23123881655629	4.15247236296455	4.26112751806539	4.25436924348308	4.18627132249693	-0.0187614165212677
"1633393_at"	0	"FBgn0038309"	"Amt"	3.86021640431475	4.0073033032218	3.6086971127816	3.78074849069539	3.76210360138523	3.81570541428981	3.87953594406872	3.8901695049699	3.6561806996722	3.99002493465135	3.85273669262982	3.61023550465278	3.96890499318804	3.58022229053015	3.82510974167478	3.57374131220043	3.68514403138776	3.70717534140412	3.78077529542881	0.0519295147866856
"1638256_at"	0	"FBgn0086448"	"PIG-Q"	2.99009739291493	3.32706870561707	3.05902956440046	3.39516911827151	3.29223652001293	3.49160335141507	3.33387250778631	3.009428982007	3.28383747460661	3.03148492567086	3.13786594390309	3.1374954385354	3.24554702610436	3.37746401878711	3.24965744996667	3.57495375682602	3.04435328386177	3.48277411701472	3.24799664320566	-0.0110280381820123
"1640095_at"	0	"FBgn0039194"	"CG13614"	2.99568225503826	3.23249250519931	3.10803963896609	2.91792197295691	3.11919063329203	2.93016824383729	2.96323042222842	2.83886236833315	3.09615387889958	2.82277251598217	3.06832332147998	2.96791545744578	3.06973569192517	3.0688035566209	2.92319969780597	3.08800714386777	3.02757167176032	3.14433524890968	3.02124479025271	0.00234195699481132
"1631121_at"	0	"FBgn0265413"	"CG44325"	4.69366463402854	4.76985699389443	4.87152200366774	4.70184838316878	4.75487220836965	4.55162633832576	4.7246487380918	4.81395669077233	4.65578077372439	4.83414486027373	4.78996613403124	5.03018719373847	4.65417939841782	4.78952860395711	4.77446964260271	4.8216792985616	5.03132314623838	5.24825217244091	4.80619484523919	-0.159550409579839
"1638981_at"	0	"FBgn0040252"	"Ugt303A1"	3.13606118763037	2.86906571029381	2.8052120008422	2.90256990129943	2.99486945876818	2.93038945953833	2.97705923518695	2.86553709502921	3.04541703002097	2.87163838160531	2.88149704594014	2.96410984797676	2.90938876287716	2.73418800364994	2.8961785248456	2.80188351372605	2.70121109216322	2.87027276505692	2.89758605646947	0.0995347934187056
"1641498_at"	0	"FBgn0037573"	"CG7483"	3.93614362386246	4.01531389265067	3.95573238029729	4.26296531872846	4.247721303697	4.05713197085823	4.20699613525289	4.23119421091823	4.03907440270092	4.05262049732795	4.291079848398	4.23982927736384	4.16885270913349	4.47749214834055	4.51283812110106	4.54115788554808	4.23278858842376	4.25569338051949	4.20692364972902	-0.20223102413223
"1624333_at"	0	"FBgn0030756"	"CG9903"	5.3665486942018	5.28899638164507	5.37989433952835	5.35942635974695	5.28082173134657	4.93923772706433	5.30114923702963	5.33459196217076	5.0743346010346	5.11610953800148	5.21342235334798	5.22611578032187	5.36672525725939	5.34417967230516	5.26872655556304	5.47364360123741	5.3595156704494	5.33826990635999	5.27953940936743	-0.0424119223419623
"1625540_at"	0	"FBgn0259922"	"Skadu"	3.19076147468771	3.28877374926614	3.35718768780682	3.44793340006296	3.32289198589997	3.46262995513364	3.13478027298777	3.35029468700838	3.14418133555424	3.07220281405418	3.22436571425612	3.4286770523366	3.52455515709755	3.44234367918915	3.12995669883588	3.12798648278071	3.41012272508736	3.28874100552377	3.29713254875383	0.00560924658292317
"1640527_at"	0	"FBgn0014023"	"mRpL47"	4.07847168174629	4.25408919942769	4.04629255017198	4.22490453560391	4.36463137600165	4.29093561771727	4.13037916592762	4.34577107335402	4.25887773062693	4.30229474477392	4.39858088878221	4.56741807046626	4.46102716410455	4.45070782553139	4.4889581429385	4.34083705613617	4.42497579541985	4.31392484024452	4.31905985883193	-0.194930177535557
"1635412_at"	0	"FBgn0035815"	"Snmp2"	3.94515025569888	3.96329950658845	3.66591445178469	3.94780641304254	4.30981965544645	4.04042792784631	3.92880387786228	4.06585666657003	3.93644518404051	3.83759280274951	3.60449213238749	3.98375158617482	4.06738765411299	4.06746284098268	4.01711415080604	3.68721192428661	3.6863392462212	3.81605366827821	3.92060721915998	0.11512421476451
"1629486_at"	0	"FBgn0004777"	"Ccp84Ag"	3.33679146734885	3.36662384024805	3.3361067069417	3.33690225119239	3.27602287018198	3.17718435195609	3.4041076223043	3.17824295862362	3.34895949720816	3.23988638484173	3.18443509736635	3.35154257758389	3.26553389395306	3.22775036750443	3.43733029192608	3.09872127640328	3.32771794346901	3.44056944942682	3.29635715824888	0.0208282537256101
"1641341_at"	0	"FBgn0031304"	"CG4552"	3.4011858171806	3.25206553549004	3.38318731969209	3.13316996532314	3.2923051021963	3.4515745973138	3.18604010818839	3.27775789238312	2.91554065165234	3.50790483089177	3.37635664719417	3.33754652851545	3.35350950954	3.36083113793084	3.45051837892263	3.6511858472783	3.32334865500576	3.43039725690017	3.33802365453327	-0.166530200306586
"1633471_at"	0	"FBgn0033518"	"Prx2540-2"	5.04269440065443	4.87321172276687	4.76250549523336	5.02498611291961	4.91361026963882	5.03367814124962	5.0031721635082	5.01159662294538	4.63317038828697	4.8806746028134	4.7932977383534	4.9833710912442	4.73448235180551	4.51622065174219	4.7861643484016	4.86758115421562	4.68889564405234	4.80380925644749	4.85295123090439	0.138236497569724
"1640560_at"	0	"FBgn0032503"	"CG16825"	5.56876595174931	5.5238520967506	5.27314385635758	5.39364225253057	5.45083266669564	5.47527331000934	5.46634903636919	5.53408781753556	5.6875258035433	5.55479065224042	5.70086872819755	5.88881099216876	5.81245256332524	6.05814486461272	5.64304417958106	5.77313342018193	6.02287063098497	5.729964563003	5.64208629921315	-0.312289755861618
"1635086_at"	0	"FBgn0029838"	"CG4666"	3.202561926281	3.33402848320248	3.15393425685734	3.4047683441754	3.34114882352407	3.22942773541509	3.2352876946845	3.27779665553857	3.44494450708667	3.34941607681334	3.56625404864239	3.44915402093817	3.47701425715854	3.59907622283009	3.53305076481034	3.59414939870758	3.42591726235841	3.43665186488719	3.3919212413284	-0.200753943375659
"1626912_at"	0	"FBgn0039079"	"Ir94g"	3.55591569126327	3.63337279318288	3.67852703277416	3.62584077044721	3.74052151465597	3.58433626811119	3.72038058946172	3.68373014391978	3.82057865238639	3.74641697637716	3.86159498799256	3.85330727517691	3.69871024633103	3.86549499518135	3.64801052687451	4.04647057570874	3.8196667388816	3.71141908609714	3.73857193693464	-0.134209772490937
"1623160_at"	0	"FBgn0035049"	"Mmp1"	2.72169909545335	2.59619644276636	2.25664809027532	2.40538219199069	2.29433139030135	2.61557934620046	2.33897938524042	2.58077818438493	2.72952206309044	2.50837459635035	2.36226635926753	2.44383463301992	2.3669075891035	2.49344830447837	2.42272854042676	2.45595661341106	2.47398457870188	2.4509659381963	2.47319907459217	0.062294337416406
"1635458_at"	0	"FBgn0085366"	"CG34337"	4.16542637344391	4.32411845089899	4.29603316537487	4.18199804633603	4.35345095438079	4.1917486242326	4.34406448141032	4.25943890675166	4.28316396955957	4.3943176540967	4.23649006580942	4.18387814856415	4.39238872469008	4.35649470542136	4.22084080907085	4.44858537884504	4.44327431312689	4.35194529264068	4.30153655914744	-0.0698635688751592
"1633277_at"	0	"FBgn0003941"	"RpL40"	4.93995923593137	5.03848717980409	4.89414578134504	5.13541457993628	5.0121378907918	5.23960827009754	5.16998640640596	5.17464784599166	5.22144777761879	5.0104996217484	4.98545514808526	5.59137319959795	5.24498619660473	5.21101577681058	5.05224385073754	4.96563194560363	5.12337838879118	5.05040752956692	5.1144903680816	-0.0454618544026282
"1626155_at"	0	"FBgn0031163"	"CG14579"	3.47415520467407	3.38197691272181	3.09032522590635	3.32249661188528	3.4673232865103	3.29651962818441	3.64383224010478	3.25038734232203	3.33339230443966	3.4179974187873	3.51109179328808	3.47994018105081	3.33813513254443	3.23318282560634	3.45218339115806	3.52677418402751	3.25103407799448	3.23813584468369	3.37271575588274	-0.0208962324880009
"1635201_at"	0	"FBgn0031292"	"CG15824"	4.25721842874358	4.32705415009787	4.49868088070932	4.24399555223051	4.71127291180449	4.38491121792691	4.08732990794707	4.59797505350374	4.15572914632856	4.38667967560164	4.23474040725444	4.16935632401715	4.28951839945526	4.28685560812314	4.15092825437875	3.9634414519781	4.29247463933057	3.95413206359286	4.27734967072355	0.170671158395571
"1635991_at"	0	"FBgn0037413"	"Osi5"	3.48683182857222	3.4727281236668	3.43301098707992	3.61870263614164	3.74703444902173	3.43865671771044	3.46143000504943	3.32364093765437	3.34160685922606	3.51468596178679	3.86208645573265	3.614160757632	3.75951249780543	3.53519955221539	3.68196817794745	3.61846405013246	3.84967672151837	3.44646005287434	3.56699204287597	-0.173174631502474
"1627532_at"	0	"FBgn0263738"	"Ada2a"	3.26936529847759	3.22719590660757	3.37028827535314	2.90585971967197	3.65342007037039	3.26618136460193	3.17414678878437	3.26177922469379	3.33038099600015	3.3495417178208	2.95268072865579	3.13313040594752	3.32695584751043	3.35414593538096	3.35133742816265	3.3115160151504	3.26038700093668	3.0936451286298	3.25510876959755	0.0361419373739853
"1635751_at"	0	"FBgn0052069"	"CG32069"	4.24878040550003	4.28632680839003	4.44315482456931	4.65800121204205	4.54291918458024	4.08459396530201	4.37721013598648	4.43206329034558	4.3974607417452	4.26160417982917	4.26150267915663	4.50887369608	4.50687472216381	4.45067113757915	4.2721504637504	4.46395240333046	4.3525347632901	4.79622008330338	4.40804970538578	-0.0448748400024632
"1633171_at"	0	"FBgn0031252"	"CG13690"	3.75072320494908	3.81208932251832	3.68194062114703	3.9939301215541	3.69753285033835	3.97863879511196	3.88175623660551	3.65005063099448	3.77411473583547	3.96186071013524	3.75822257522683	3.77040972673134	3.56989269930016	3.81670766517507	3.62384996010312	3.60278673451748	3.98789571940022	3.52063445205393	3.76850204231654	0.0676129196012121
"1626552_at"	0	"FBgn0029710"	"CG3568"	4.6754056955501	4.56213819417173	4.39157049898666	4.65796268076302	4.63263650743989	4.61684239252633	4.57852311688632	4.63524223518762	4.65739968435834	4.74866907735735	4.68480770624101	4.38477239931138	4.44143984163772	4.68227478622679	4.53933921019826	4.48441126154826	4.56264892049422	4.56330806631652	4.58329957084453	0.0351166373931671
"1629975_at"	0	"FBgn0030980"	"CG7406"	5.12803004890847	5.26191444507921	5.17848002195652	5.09502691979996	5.33235731111985	5.24550271948475	5.23166722460986	5.12642480208576	5.15448737025346	5.2683184543575	5.50103385500989	5.19552564748969	5.23284701728173	5.22230665966905	5.24268572968615	5.06549300709496	5.25662656525137	5.16979891726073	5.21714037313327	-0.0445272210892478
"1626546_s_at"	0	"FBgn0036769"	"Tsp74F"	4.35845383730135	4.47393756143188	4.07273245107	4.48645141602653	4.59816617484964	4.38193775991583	4.63316879009561	4.28115035621425	4.0314771140135	4.31022910984741	4.34261113895569	4.56635663721328	4.26292817887286	4.35519500526964	4.40504432371907	4.30524525222474	4.65739747001773	4.39575295564701	4.38434641848256	-0.0314760678720933
"1633602_at"	0	"FBgn0035624"	"Eaf6"	3.48949344662858	3.42583479022736	3.55632614355067	3.68202780598186	3.53148751223174	3.52806691253749	3.48905919804296	3.67107322232124	3.35404364399192	3.67706788528096	3.35937021792301	3.94737005125861	3.52157967502927	3.62574926632957	3.81840789227262	3.53856856109417	3.82756146147063	3.56089620242072	3.58911021603297	-0.127684281951749
"1640185_at"	0	"FBgn0030263"	"CG2076"	4.52526864707859	4.51556613108311	4.73418505049894	4.58704573290056	4.70355394762354	4.81406940628039	4.84858811985457	4.77986284077347	4.71216091300729	4.95226458067368	4.62623680735156	4.63579218258688	4.81732731496522	5.10401616262055	4.7359940248575	4.89483314345566	4.93261249666868	4.9993178545473	4.77326085315708	-0.164232642069618
"1631385_at"	0	"FBgn0030206"	"CG2889"	4.39504052651431	4.64489533810374	4.29950212437332	4.50572563063203	4.5653349343228	4.36742093192537	4.43888965408359	4.30596894868341	4.31743185155336	4.4279734540376	4.66299468367982	4.52516878991837	4.48897590956526	4.53953012768513	4.52254872560346	4.48705765342074	4.65225870911804	4.59669745687002	4.4857453027828	-0.118110618856279
"1636322_at"	0	"FBgn0030035"	"PIG-T"	3.06856504404386	3.20294125595283	2.9178896119709	2.91003624663127	3.08118913685814	3.07803759843288	3.09650858231662	2.98762632766027	3.00503307503783	3.09183471246437	3.06694489886806	3.31077748480544	3.06773603593182	3.21910913294138	3.09082898829844	3.01610672417366	3.2774660330346	3.07990359174594	3.08714080450935	-0.0969867470399013
"1637140_at"	0	"FBgn0264442"	"ab"	4.20099154528549	4.26942646451399	4.0754576892317	3.91631795855326	4.03530775751001	3.96817090007085	4.19820055864335	4.23789778799737	4.03624610555218	4.13365984357668	4.16305447416604	4.23328454736135	3.98046286832696	3.97606511287689	4.10902858381629	3.79011353139255	4.15832904733731	3.94274398339017	4.07915326442236	0.0501416416793283
"1635716_at"	0	"FBgn0250908"	"beat-VII"	4.88691470864363	4.99151089434447	4.90896614955295	4.91195772191732	5.01692911749718	4.93986142400903	4.99860954853507	4.85569834146664	4.72492021397684	4.89754940790248	4.87782469827619	4.89396099318214	5.02516408739587	5.00871069670592	4.76957588007825	5.00320553135258	4.96850244603247	4.71119399045334	4.91061421396235	0.00885337650709861
"1627209_at"	0	"FBgn0030556"	"mRNA-cap"	3.30304755562892	3.26852886639706	3.2619071833953	3.36272320861373	3.46392107089868	3.30572375040766	3.4592133526374	3.4141227074979	3.43848303662333	3.41159231915874	3.41328492200509	3.62003349125598	3.36987044577562	3.34714589285637	3.42445031462401	3.38061883358283	3.43180304090524	3.28910529094748	3.38697640462285	-0.045581535445709
"1627981_at"	0	"FBgn0052238"	"TTLL1B"	4.35518056625228	4.30268980703111	4.39118792872936	4.05651341864099	4.34398100045115	4.17172387968443	4.29638971411833	4.20013958298932	4.25144206146934	4.46248902238078	4.16250565881976	4.48946464333426	4.33799574480858	4.66214439546922	4.2650430451138	4.38299372960794	4.47691973255459	4.29485035926795	4.32798079392907	-0.129462041332286
